id,name,brewery_type
4310,Earth Eagle Brewing,brewpub
4311,Elm City Brewing Company,brewpub
4312,Flying Goose Brewpub,brewpub
4313,Frogg Brewing,planning
4314,From the Barrel Brewing Company,micro
4315,Garrison City Beerworks,micro
4316,Granite Roots Brewing,micro
4317,Great North Aleworks,micro
4318,Great Rhythm Brewing Co.,micro
4319,Green Gecko Brewing Co - St. Croix USVI,planning
4320,"Henniker Brewing Company, LLC",micro
4321,Hobbs Tavern & Brewing Co.,brewpub
4322,Kelsen Brewing Company,brewpub
4323,Kettlehead Brewing Company,brewpub
4324,Laughinghouse Brewing,planning
4325,Liars Bench Beer Company,brewpub
4326,Lithermans Limited Brewery,micro
4327,Loaded Question Brewing Co,micro
4328,Martha's Exchange Restaurant and Brewery,brewpub
4329,Millyard Brewing,micro
4330,Moat Mountain Smoke House and Brewing Co,brewpub
4331,Monadnock Brewing Company LLC,planning
4332,Moonlight Meadery/Hidden Moon Brewing,contract
4333,Northwoods Brewing Co,planning
4334,Oddball Brewing,micro
4335,One Love Brewery,brewpub
4336,Out.Haus Ales,micro
4337,Outland Brewing Company,planning
4338,Pipe Dream Brewing,brewpub
4339,Polyculture Brewing Company,micro
4340,Post and Beam Brewing,planning
4341,Redhook - Cataqua Public House,regional
4342,Rek-Lis Brewing Company,micro
4343,Rockingham Brewing Company,brewpub
4344,Schilling Beer Co,brewpub
4345,Sea Dog Brewing Co,brewpub
4346,Smuttynose Brewing Co,regional
4347,Squam Brewing Co,micro
4348,Stark Brewing Company,brewpub
4349,Stoneface Brewing Co,micro
4350,Sublime Brewing Company,micro
4351,TaleSpinner Craft Brewery,planning
4352,The Brewers of Nye Hill Farm,micro
4353,The Lone Wolfe Brewing Co.,brewpub
4354,The Neighborhood Beer Co.,micro
4355,The Outlaw Brewing Company,micro
4356,The Portsmouth Brewery,brewpub
4357,Throwback Brewery,brewpub
4358,To Share Brewing Company,planning
4359,Tuckerman Brewing Co,micro
4360,White Birch Brewing,micro
4361,Woodman's Brewery,micro
4362,Woodstock Inn Brewery,micro
4363,7 Mile Brewery,micro
4364,Angry Erik Brewing,micro
4365,Anheuser-Busch Inc â Newark,large
4366,Artisan Owl Brewing Company,planning
4367,Artisan's Brewery & Italian Grill,brewpub
4368,Asbury Park Brewery,micro
4369,Ashton Brewing Company,planning
4370,Atco Brewing LLC,micro
4371,Axe And Arrow Brewery,planning
4372,Backman Brewing Company,planning
4373,Backward Flag Brewing,micro
4374,Beach Haus Brewery,micro
4375,Belford Brewing Company,micro
4376,Berlin Brewing Company,micro
4377,Birravino,brewpub
4378,Boak Brewing Co,contract
4379,Bolero Snort Brewery,contract
4380,Bonesaw Brewing Co.,micro
4381,Bradley Brew Project,micro
4382,"Brewery in Planning - Asbury, NJ",planning
4383,Brewery in Planning - Basking Ridge,planning
4384,Brewery In Planning - Milwaukee,planning
4385,Brewery In Planning - Philadelphia,planning
4386,"Brewery In Planning- Chandler, AZ.",planning
4387,Brinx Jones Brewery,micro
4388,Brix City Brewing,micro
4389,Brotherton Brewing Company,micro
4390,Buck Hill Brewery and Restaurant,brewpub
4391,Bucket Brigade Brewery,micro
4392,Cape May Brewing Company,micro
4393,Cape May Brewing Company - Rio Grande,micro
4394,Carton Brewing Co,micro
4395,Castle Point Brewery,contract
4396,Climax Brewing Co,micro
4397,Cold Spring Brewery,micro
4398,Common Sense Brewing,micro
4399,Conclave Brewing,micro
4400,Craftwerk Orange Brewing Company,planning
4401,Cricket Hill Brewing Co. Inc.,micro
4402,Cross Keys Brewing Co,micro
4403,Cypress Brewing Company,micro
4404,Czig Meister Brewing Co.,micro
4405,Dark City Brewing Company,micro
4406,Death Of The Fox,micro
4407,Demented Brewing Co.,micro
4408,Departed Soles Brewing,micro
4409,Descendants Brewing Company,brewpub
4410,Devil's Creek Brewery,micro
4411,Double Nickel Brewing Company,micro
4412,East Fifth Brewing Company,planning
4413,Eclipse Brewing,micro
4414,Egan & Sons,contract
4415,Eight & Sand Beer Co,micro
4416,Flounder Brewing Co,micro
4417,Flying Fish Brewing Co,regional
4418,Forgotten Boardwalk Brewing,micro
4419,Frye Brewing,micro
4420,Garden State Beer Company,micro
4421,Gaslight Brewery and Restaurant,brewpub
4422,Glasstown Brewing,micro
4423,Hackensack Brewing Company,planning
4424,Harvest Moon Brewery/Cafe,brewpub
4425,Heavy Reel Brewing,micro
4426,Hidden Sands Brewing Company,micro
4427,"High Point Brewing Co, Inc.",micro
4428,"HistoryQuest, LLC",planning
4429,Human Village Brewing Co.,micro
4430,Icarus Brewing Company,micro
4431,Iron Beard Brewing,planning
4432,Iron Hill Brewery & Restaurant - Maple Shade,brewpub
4433,Iron Hill Brewery & Restaurant - Voorhees,brewpub
4434,J.J. Bitting Brewing Co.,brewpub
4435,Jersey Girl Brewing Company,micro
4436,Jughandle Brewing Co LLC,micro
4437,Kane Brewing,micro
4438,Kelly Green Brewing Co.,micro
4439,"Krogh's Brewing, LLC",planning
4440,Krogh's Restaurant and Brewpub,brewpub
4441,Last Wave Brewing Co,micro
4442,Little Dog Brewing Co.,micro
4443,Lone Eagle Brewing,brewpub
4444,Long Branch Brewery,planning
4445,Long Valley Pub and Brewery,brewpub
4446,Lower Forge Brewery,micro
4447,Ludlam Island Brewery,micro
4448,Lunacy Brewing Company,micro
4449,Magnify Brewing Company,micro
4450,Man Skirt Brewing,micro
4451,ManaFirkin,micro
4452,Montclair Brewery,planning
4453,Mudhen Brewing Company,brewpub
4454,Nale House Brewing Co,micro
4455,New Jersey Beer Co,micro
4456,Pinelands Brewing,micro
4457,"Raritan Bay Brewing, LLC",micro
4458,Rinn Duin Brewing,micro
4459,River Horse Brewing Company,micro
4460,Screamin Hill Brewery,micro
4461,Ship Bottom Brewery,micro
4462,Side Brewing,planning
4463,Slack Tide Brewing Company,micro
4464,Soma Brewing LLC,planning
4465,Somers Point Brewing Company,planning
4466,Source Brewing,planning
4467,Spellbound Brewing,micro
4468,The Alementary,micro
4469,The Referend Bier Blendery,micro
4470,Third State Brewing,micro
4471,Three 3's Brewery,micro
4472,Tomfoolery Brewing,micro
4473,Tonewood Brewing,micro
4474,Trap Rock Restaurant And Brewery,brewpub
4475,Triumph Brewing Co of Princeton,brewpub
4476,Troon Brewing,micro
4477,Tuckahoe Brewing Co,micro
4478,Tun Tavern Brewery and Restaurant,brewpub
4479,Twin Elephant Brewing Company,micro
4480,Two Ton Brewing,micro
4481,Village Idiot Brewing Company,micro
4482,"Vinyl Brewing Company, LLC",micro
4483,Wet Ticket Brewing,micro
4484,Zed's Beer/Bado Brewing,micro
4485,550 Brewing,proprietor
4486,"Abbey Brewing Company, LLC",micro
4487,Ale Republic,micro
4488,Alien Brewpub,brewpub
4489,Bathtub Row Brewing Co-op,micro
4490,Bistronomy B2B Craft Brewery,brewpub
4491,BlÃ¼ Dragonfly Brewing,brewpub
4492,Blue Corn Cafe,brewpub
4493,Blue Heron Brewing,micro
4494,Boese Brothers Brewing,micro
4495,Bombs Away Beer Company,brewpub
4496,Bosque Brewing Co,micro
4497,Bosque Brewing Co - Bosque North,micro
4498,Bow and Arrow Brewing Co.,micro
4499,Boxing Bear Brewing Company,brewpub
4500,Brewery in Planning - Los Alamos,planning
4501,Broken Trail Brewery & Distillery,micro
4502,Callahan West Brewery,micro
4503,Canteen Brewhouse,micro
4504,Casa Vieja LLC,planning
4505,Chili Line Brewing Co.,brewpub
4506,Colfax Ale Cellar,micro
4507,Comanche Creek Brewing Co,micro
4508,Corrales Bistro Brewery,brewpub
4509,De La Vegaâs Pecan Grill and Brewery,contract
4510,Desert Valley Brewing Co.,micro
4511,Dialogue Brewing,micro
4512,Drylands Brewing,brewpub
4513,Duel Brewing Company,brewpub
4514,Elkins Brewing Company,micro
4515,Enchanted Circle Brewing Company,brewpub
4516,Eskes Brew Pub,brewpub
4517,Ex Novo Albuquerque,planning
4518,Flix Brewhouse,brewpub
4519,Guadalupe Mountain Brewing Company,brewpub
4520,High and Dry Brewing,micro
4521,High Desert Brewing Co,brewpub
4522,Honeymoon Brewery,planning
4523,Hops Brewery,brewpub
4524,Icebox Brewing LLC,planning
4525,Kaktus Brewing Co.,brewpub
4526,Kellys Brewpub,brewpub
4527,Kilt Check Brewing Co,micro
4528,La Cumbre Brewing Co,micro
4529,Las Cazuelas Brewing,brewpub
4530,Lava Rock Brewing Company,brewpub
4531,Leaf & Hive,planning
4532,Little Toad Creek Brewery & Distillery,brewpub
4533,Lizard Tail Brewing,brewpub
4534,Lost Hiker Brewing Company,micro
4535,Marble Brewery - Mav Lab,micro
4536,Marble Brewery - Production,regional
4537,Milton's Brewing,micro
4538,New Mexico State University Department Of Chemical,planning
4539,Nexus Brewery,brewpub
4540,Palmer Brewery & Cider House,micro
4541,Picacho Peak Brewing Company,brewpub
4542,Ponderosa Brewing,brewpub
4543,Quarter Celtic Brewpub,brewpub
4544,Red Door Brewing Co,micro
4545,Red River Brewing Company,brewpub
4546,Rio Bravo Brewing Company,brewpub
4547,Roosevelt Brewing Company,brewpub
4548,Route 66 Junkyard Brewery,brewpub
4549,Rowley Farmhouse Ales,brewpub
4550,Santa Fe Brewing Co,regional
4551,Second Street Brewery,brewpub
4552,Second Street Brewery - Rufina,brewpub
4553,Sidetrack Brewing Company,micro
4554,Sierra Blanca Brewing Co,micro
4555,Spotted Dog Brewery,brewpub
4556,Starr Brothers Brewing Co.,brewpub
4557,Steel Bender Brewyard,brewpub
4558,Taos Ale House,brewpub
4559,Taos Mesa Brewing Co,brewpub
4560,Taos Trail Inn Brewery & Steakhouse,brewpub
4561,The 377 Brewery,micro
4562,The Blue Grasshopper Brew Pub,brewpub
4563,Three Rivers Eatery and Brewery,brewpub
4564,Toltec Brewing Co,brewpub
4565,Tractor Brewing Co,micro
4566,Truth Or Consequences Brewing Company,micro
4567,Tumbleroot Brewery And Distillery,micro
4568,Turtle Mountain Brewing Co,brewpub
4569,Wellhead Restaurant/Brewpub,brewpub
4570,12 Gates Brewing Company,brewpub
4571,16 Stone Brewpub,brewpub
4572,1940's Brewing Company,micro
4573,2 Way Brewing Company,brewpub
4574,212 Brewing Company,contract
4575,42 North Brewing Company,brewpub
4576,6 Degrees of Separation,brewpub
4577,7 Sins Brewery,micro
4578,8th Ward Brewing Company,planning
4579,Abandon Brewing,micro
4580,Adirondack Pub and Brewery,micro
4581,Adirondack Toboggan Company Microbrewery,micro
4582,Akwesasne Mohawk Casino Resort,planning
4583,Alewife Brewing Company,brewpub
4584,Alphabet City Brewing Co,contract
4585,Amber Lantern Brewing Company,brewpub
4586,Andean Brewing,micro
4587,Anheuser-Busch Inc â Baldwinsville,large
4588,Apex Brewery,planning
4589,Argyle Brewing Company,micro
4590,Arrowood Farms,micro
4591,Artisanal Brew Works,micro
4592,Aurora Ale & Lager,micro
4593,Ausable Brewing Co,micro
4594,B9 Beverages Inc,contract
4595,Bacchus Brewing,micro
4596,Bandwagon Brewery,micro
4597,BarkEater Craft Brewery,proprietor
4598,Barnshed Brewing,micro
4599,Barrage Brewing Co,micro
4600,Barrier Brewing Co,micro
4601,Battle Hill Brewing Company,micro
4602,Beer Tree Brew Co,micro
4603,Bellport Brewing Company,proprietor
4604,Big Alice Brewing Company,micro
4605,Big Ditch Brewing Company,micro
4606,Big Inlet Brewing,planning
4607,Big Slide Brewery,brewpub
4608,Big Tupper Brewing,brewpub
4609,Binghamton Brewing Co,micro
4610,Birreria @ Eataly,brewpub
4611,Black Forest Brew Haus,brewpub
4612,"Blind Bat Brewery LLC, The",micro
4613,"Blue Collar Brewery, Inc.",brewpub
4614,Blue Line Brewery,brewpub
4615,Blue Point Brewing,large
4616,Blue Point Brewing Co,large
4617,Bolton Landing Brewing Co.,micro
4618,"Boots Brewing Company, Inc.",micro
4619,"Bottomless Brewing, LLC",brewpub
4620,"Bradley Farm / RB Brew, LLC",micro
4621,Braven Brewing Company,planning
4622,Braven Brewing Company,contract
4623,Brewery At The Culinary Institute Of America,brewpub
4624,Brewery in Planning - Astoria,planning
4625,Brewery In Planning - Brooklyn,planning
4626,Brewery in Planning - Brooklyn,planning
4627,"Brewery in Planning - East Rochester, NY",planning
4628,Brewery in Planning - Fabius,planning
4629,Brewery in Planning - Long Island City,planning
4630,Brewery in Planning - Medina,planning
4631,Brewery in Planning - New York,planning
4632,Brewery in Planning - Olivebridge,planning
4633,Brewery In Planning - Oyster Bay,planning
4634,Brewery In Planning - Point Lookout,planning
4635,Brewery in Planning - Schenectady,planning
4636,"Brewery in Planning - TICONDEROGA, NY",planning
4637,Brewery in Planning - Washington,planning
4638,Brewery Ommegang,regional
4639,BrewSA Brewing Co,micro
4640,Brick House Brewery and Restaurant,brewpub
4641,Brickyard Brewing Company,brewpub
4642,Bridge And Tunnel Brewery,micro
4643,Brindle Haus Brewing Company,micro
4644,Broken Bow Brewery,micro
4645,Brooklyn Brewery,regional
4646,Brown's Brewing Co,brewpub
4647,Brown's Brewing Co,brewpub
4648,Buffalo Brewing Company,micro
4649,Buffalo Brewpub,brewpub
4650,Buffalo RiverWorks Brewery,brewpub
4651,Bull and Barrel Brew Pub,brewpub
4652,Bullthistle Brewing Co.,brewpub
4653,Buried Acorn Brewing Company,planning
4654,Buster's Brew Pub,brewpub
4655,Butternuts Beer,micro
4656,Cape Vincent Brewing Co,micro
4657,Captain Lawrence Brewing Co,regional
4658,Carey's Brew House,brewpub
4659,Catskill Brewery,micro
4660,Cave Mountain Brewing Co,brewpub
4661,CB Craft Brewers,micro
4662,CH Evans Brewing Co/Albany Pump Station,brewpub
4663,Chatham Brewing LLC,micro
4664,Chelsea Craft Brewing Co Llc,micro
4665,Cheshmeh Brewing Co,planning
4666,Circa Brewing Co,brewpub
4667,CL River Outpost Brewing,brewpub
4668,Clemson Bros. Brewery,brewpub
4669,Climbing Bines Craft Ale Company,micro
4670,College Point Brewery,planning
4671,Common Roots Brewing Company,micro
4672,Community Beer Works,micro
4673,Coney Island Beer,micro
4674,Coopers Cave Ale Co,brewpub
4675,Cooperstown Brewing Co,proprietor
4676,Copper City Brewing Company,micro
4677,Copper Turret Restaurant and Brewhouse,brewpub
4678,Cortland Beer Company,micro
4679,Council Rock Brewery,brewpub
4680,Country Town Farm Brewery,planning
4681,Cousins Revolution Ale Works,micro
4682,Crafty Ales and Lagers,micro
4683,Crazy Williez Brewery,contract
4684,Critz Farms Brewing & Cider Co.,micro
4685,Crooked Ladder Brewery,micro
4686,Crossroads Brewing Co,brewpub
4687,Davidson Brothers Restaurant and Brewery,brewpub
4688,Death Avenue,brewpub
4689,Decadent Ales,micro
4690,Defiant Brewing Co,brewpub
4691,Destination Unknown Beer Company,micro
4692,District 96 Beer Factory,brewpub
4693,Diversion Brewing Co,micro
4694,Druthers Brewing Co,brewpub
4695,Dublin Corners Farm Brewery,micro
4696,Duncan's Abbey,micro
4697,Dyckman Beer Co,contract
4698,Eastern Front Brewing Co,micro
4699,Eastwood Brewing Company,micro
4700,Eli Fish Brewing Company,brewpub
4701,Ellicottville Brewing - Little Valley,planning
4702,Ellicottville Brewing Co,micro
4703,Empire Brewing Co,brewpub
4704,Empire City Beer Company,planning
4705,Empire Farm Brewery,micro
4706,Equilibrium Brewery,micro
4707,Erie Canal Brewing Company,micro
4708,Fairport Brewing Co,micro
4709,Fairport Brewing Co,micro
4710,Felicia's Atomic Brewhouse and Bakery,brewpub
4711,Ferrari Beer Company,micro
4712,Fifth Frame Brewing Co.,proprietor
4713,Fifth Hammer Brewing Company,micro
4714,Finback Brewery,micro
4715,Finger Lakes Beer Co,micro
4716,Fire Island Beer Co,micro
4717,Five & 20 Spirits and Brewing,brewpub
4718,Five Boroughs Brewing Co,micro
4719,"Flagship Brewery, LLC.",micro
4720,Fleur De Lis Brew Works,micro
4721,Flying Belgian Brewery,micro
4722,Flying Bison Brewing Co,micro
4723,Folksbier,regional
4724,Foothill Hops Farm Brewery,micro
4725,Foreign Objects Beer Company,micro
4726,Fort Orange Brewing,micro
4727,Four Beasts Brewery,planning
4728,Four Mile Brewing,micro
4729,Fox N Hare Brewing Company,micro
4730,Freight Yard Brewing LLC,proprietor
4731,From the Ground Brewery,micro
4732,Full Boar Craft Brewery,micro
4733,Fulton Chain Craft Brewery,micro
4734,G.C. Starkey Beer Company,contract
4735,Gael Brewing Co,micro
4736,Galaxy Brewing Co,brewpub
4737,Garden of Eve Farm Brewery,micro
4738,Garland City Beer Works,planning
4739,Garvies Point Brewery,micro
4740,Gene McCarthy's/Old First Ward Brewing Company,brewpub
4741,Genesee Brew House / North American Breweries,brewpub
4742,Gentle Giant Brewing Company,micro
4743,Gilded Otter Brewing Co,brewpub
4744,"Glenmere Brewing Co, Inc",micro
4745,Good Nature Farm Brewery,micro
4746,Gordon Biersch Brewery Restaurant - Buffalo,brewpub
4747,Gordon Biersch Brewery Restaurant - Syracuse,brewpub
4748,Great Adirondack Brewing Company,brewpub
4749,Great Flats Brewing,micro
4750,Great Life Brewing,micro
4751,Great South Bay Brewery,micro
4752,Green Wolf Brewing Co,micro
4753,Greenpoint Beer,brewpub
4754,"Greenport Harbor Brewing Co, LLC",brewpub
4755,Griffs Brewery,micro
4756,Grimm Artisanal Ales,micro
4757,Grist Iron Brewing Co.,brewpub
4758,Gun Hill Brewing Co,micro
4759,Hamburg Brewing Company,micro
4760,Hank Hudson Brewing At Fairways of Halfmoon,brewpub
4761,Harbor Head Brewing Co,micro
4762,Harlem Blue Beer,proprietor
4763,Harlem Brewing Co,contract
4764,Heartland Brewery,contract
4765,Heavily Brewing Company,micro
4766,Helderberg Brewery,micro
4767,Helderberg Mountain Brewing Company,micro
4768,High Perch Brewing Company,micro
4769,Hill Country Farm Brewery,planning
4770,Hofbrauhaus Buffalo,planning
4771,Honey Hollow Brewery,micro
4772,Hop Barn Brewing,micro
4773,Hopshire Farm and Brewery,micro
4774,Hudson Ale Works,brewpub
4775,Hudson Valley Brewery,micro
4776,Hyde Park Brewing Co,micro
4777,Iconyc Brewing Company,micro
4778,Indian Ladder Farmstead Brewery and Cidery,micro
4779,Industrial Arts Brewing Co.,micro
4780,In-Law Brewing Co,micro
4781,Interboro Spirits And Ales,brewpub
4782,Irish Mafia Brewing Co,brewpub
4783,Iron Flamingo Brewery,micro
4784,Iron Tug Brewing,micro
4785,Island To Island Brewery,brewpub
4786,Ithaca Beer Co,regional
4787,Jamesport Farm Brewery,micro
4788,Jamestown Brewing Company,planning
4789,K2 Brothers Brewing,brewpub
4790,Keegan Ales,micro
4791,Keg & Lantern Brewing Co,brewpub
4792,KelSo Beer Company,contract
4793,Keuka Brewing Co,micro
4794,Kills Boro Brewing Company,micro
4795,Kings County Brewers Collective,micro
4796,Kingston Standard Brewing Co.,planning
4797,Knucklehead Craft Brewing,brewpub
4798,Lafayette Brewing Co,brewpub
4799,Lake Drum Brewing,micro
4800,Lake George Beer Hub,micro
4801,Lake Placid Pub and Brewery,brewpub
4802,Ledge Hill Brewing Co,micro
4803,LIC Beer Project,micro
4804,Limestone Creek Brewing Company,planning
4805,Lincoln Hill Farm,planning
4806,Lineup Brewing LLC,micro
4807,Liquid Shoes Brewing,micro
4808,Liquid State Brewing Company,micro
4809,Lithology Brewing,proprietor
4810,Livingood's Restaurant & Brewery,brewpub
4811,Local 315 Brewing Company,micro
4812,Lock 32 Brewing Company,micro
4813,Long Ireland Brewing Co,micro
4814,Long Lot Farm Brewery,micro
4815,Lost Kingdom Brewery / Firehouse Distillery,micro
4816,"Lucky Hare Brewing Company, Inc.",micro
4817,Lunkenheimer Craft Brewing Co. LLC,micro
4818,Lyonsmith Brewing Company,micro
4819,Mad Jack Brewing Co / Van Dyck Restaurant & Lounge,brewpub
4820,Market Street Brewing Co,brewpub
4821,Mean Max Brew Works,micro
4822,Middle Ages Brewing Co Ltd,micro
4823,Midriver Brewery,planning
4824,Mikkeller Brewing NYC,brewpub
4825,Miles Craft Ales @ Miles Wine Cellars,contract
4826,Mill House Brewing Company,brewpub
4827,Mill House Brewing Company - Production,micro
